,sku,post_status,product_title,short_description,description,featured_image,price,sale_price,in_stock,Stock,sale_price_dates_from,sale_price_dates_to,In stock?,Low stock amount,Backorders allowed?,Sold individually?,Weight,Length,Width,Height (cm),category,tag
350,HP2520G-24-POE+,1,HP Managed HP2520G-24-POE+,," <h1>
  HP Managed HP2520G-24-POE+
 </h1>
 <p>
  <img alt=""HP Managed HP2520G-24-POE+"" class=""alignnone size-medium wp-image-8980"" height=""83"" loading=""lazy"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-300x83.jpg"" srcset=""https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-300x83.jpg 300w, https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-1024x283.jpg 1024w, https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-768x212.jpg 768w, https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-1536x424.jpg 1536w, https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-2048x566.jpg 2048w, https://refurbish.ae/wp-content/uploads/2020/12/HP-Managed-HP2520G-24-POE-600x166.jpg 600w"" width=""300""/>
 </p>
 <p>
  MODEL NAME : 2530
 </p>
 <p>
  E-PORTS : 24
 </p>
 <p>
  SFP-PORTS : 4
 </p>
 <p>
  TYPE : MANAGED
 </p>
 <p>
  Tested and well maintained by a professional team, working in A Grade condition.
 </p>
 <p>
  <a href=""https://refurbished.ae/"">
   Refurbished.ae
  </a>
  is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquiries please contact us on 971-504086561.
 </p>
 <p>
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/J9779A-1-2-scaled.jpg,0,,1,,,,0,,0,0,,,,,"HP, Switches, ",
351,HP PRO X2 612 G1,1,"HP PRO X2 612 G1 , 12.5″, Intel Core I5, 1.60, 8GB, 256GB SSD, Webcam, No Optical, W10 Pro"," <p>
  HP, PRO X2 612 G1, 12.5″, INTEL CORE I5, 1.60, 8GB, 256GB SSD, WEBCAM, NO OPTICAL, W10
 </p>
</div>"," <h1>
  HP PRO X2 612 G1
 </h1>
 <p>
  <img alt=""HP PRO X2 G1 612"" class=""size-full wp-image-8656 aligncenter"" height=""190"" loading=""lazy"" src=""https://refurbish.ae/wp-content/uploads/2020/12/c04449473.jpg"" width=""170""/>
 </p>
 <table class=""a-normal a-spacing-micro"" style=""height: 133px;"" width=""971"">
  <tbody>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Brand
     </span>
    </td>
    <td class=""a-span9"">
     <a href=""https://refurbish.ae/?product=hp-pro-x2-612-g2-12-5-intel-core-i5-1-20-8gb-256gb-ssd-webcam-no-optical-no-coa"" rel=""noopener"" target=""_blank"">
      <span class=""a-size-base"">
       HP
      </span>
     </a>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Operating System
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      Windows 10 Pro
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      CPU Manufacturer
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      <a href=""https://en.wikipedia.org/wiki/Intel"" rel=""noopener"" target=""_blank"">
       Intel
      </a>
     </span>
     Core i5
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     RAM
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      8GB
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     Gen
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      4th B
     </span>
     4302Y (1.60 GHz)
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  —–ROM—————————————————————256GB SSD
 </p>
 <p>
  —–Touchscreen——————————————————-12.5″
 </p>
 <p>
 </p>
 <p>
  HP PRO X2 612 G1 Tested and well maintained by professional team,working in A Grade condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce site all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling etc. We also provide online corporate trainings and IT support services. For enquires please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/Untitled-1.png,0,,0,,,,0,,0,0,,,,,"HP, HP Laptops, Laptops, Laptops & Computers, Microsoft Laptops, ","Computers, hp, HP Laptops, Laptops, Laptops & Computers, Microsoft Laptops, "
352,J9145A,1,HP ProCurve (J9145A#ABA) 24-Ports External Switch Managed stackable," <p>
  HP
 </p>
</div>"," <p>
  Pro curve switch 2524 is a low-cost, stackable, managed 24-port switch with 10/100 auto sensing per port and 2 open transceiver slots for Gigabit or 100Base-FX. It offers hp Auto-MDIX on all 10/100 and 100/1000 ports and high availability features. This switch is an ideal solution for low-cost migration to 10/100 managed switching with up links.
 </p>
 <p>
  Tested and well maintained by professional team,working in A Grade condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce site all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling etc. We also provide online corporate trainings and IT support services. For enquires please contact us on 971-504086561
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/08/J9145A__71025.1569511082.jpg,0,,1,,,,0,,0,0,,,,,"Switches, ","hp, hp port switches, hp switches, networking switches, "
353,J9299A,1,HP ProCurve 2520G-24-PoE Switch J9299A 24 PORT 4x SFP," <p>
  HP
 </p>
</div>"," <p>
  HP2520G-24-POE
 </p>
 <p>
  HP ProCurve 2520G-24-PoE Switch J9299A 24 PORT 4x SFP
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switches, ","hp, hp port switches, hp procurve switch, hp switches, "
354,J9311A,1,HP ProCurve 3500YL-48G-POE+ 48 PORT SWITCH – J9311A," <p>
  HP
 </p>
</div>"," <p>
  3500YL-48 POE
 </p>
 <p>
  HP ProCurve 3500YL-48G-POE+ 48 PORT SWITCH – J9311A
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switches, ","Hewlett-Packard, hp, hp port switches, switches, "
355,J9147A,1,HP ProCurve J9147A – 2910al-48G – 48 Port Gigabit Switch," <p>
  HP
 </p>
</div>"," <p>
  HP2910AL-48G
 </p>
 <p>
  HP ProCurve J9147A – 2910al-48G – 48 Port Gigabit Switch
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switches, ","hp, hp port switches, hp switches, networking switches, switches, "
356,J9148A,1,HP ProCurve J9148A – 2910AL-48G-POE+ 48 Port PoE+ Switch," <p>
  HP
 </p>
</div>"," <p>
  HP2910AL-48GPOE
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switches, ","hp, hp port switches, hp switches, "
357,MSM760/ J9421A,1,HP ProCurve J9421A – MSM760 – Network Access Controller," <p>
  HP
 </p>
</div>"," <p>
  HP MSM760 Access Controller
 </p>
</div>",https://refurbished.ae/wp-content/uploads/2021/06/logo-vertical.png,0,,1,,,,0,,0,0,,,,,"Switches, ","hp, hp procurve switch, networking switches, "
358,,1,HP ProLiant DL360e Gen8 1U Server CTO," <p>
  Capabilities:
 </p>
 <p>
 </p>
 <ul>
  <li>
   Upto 2x Octa (8) Core Xeon
  </li>
  <li>
   Upto 12x 32GB DDR3 RAM
  </li>
  <li>
   Upton 8x 2.5″ SAS/SATA
  </li>
 </ul>
 <p>
  Tested and well maintained by professional team, Working in a good condition.
 </p>
 <p>
  We can Build your own server based on your Specifications.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For inquiries please contact us on 971-504086561.
 </p>
</div>"," <div class=""short-description"">
  <div class=""std"">
   <p>
    Capabilities:
   </p>
   <p>
   </p>
   <ul>
    <li>
     Upto 2x Octa (8) Core Xeon
    </li>
    <li>
     Upto 12x 32GB DDR3 RAM
    </li>
    <li>
     Upton 8x 2.5″ SAS/SATA
    </li>
   </ul>
   <p>
    Tested and well maintained by professional team, Working in a good condition.
   </p>
  </div>
 </div>
</div>",https://refurbish.ae/wp-content/uploads/2021/06/dl360e_gen8.jpg,0,,0,,,,0,,0,0,,,,,"Hp Servers, Server, ",
359,,1,HP ProLiant DL360P G8 Server," <ul>
  <li>
   <span class=""a-list-item"">
    DL360p Gen8 2.5″ 8-Bay Server
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 2x E5-2670 Processors
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 96GB RAM
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 4x 600GB 2.5″ Hard Drives (2 Trays included with 2 drives)
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    P420i
   </span>
  </li>
 </ul>
 <p>
  Also We Can build your own server based on your specifications.
 </p>
 <p>
  This servers are tested and and well maintained by professional team,working in a good condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For inquiries please contact us on 971-504086561.
 </p>
</div>"," <ul>
  <li>
   <span class=""a-list-item"">
    DL360p Gen8 2.5″ 8-Bay Server
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 2x E5-2670 Processors
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 96GB RAM
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    Upto 4x 600GB 2.5″ Hard Drives (2 Trays included with 2 drives)
   </span>
  </li>
  <li>
   <span class=""a-list-item"">
    P420i
   </span>
  </li>
 </ul>
 <p>
  Also We Can build your own server based on your specifications.
 </p>
 <p>
  This servers are tested and and well maintained by professional team,working in a good condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For inquiries please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2021/06/51Mht-lvPL._AC_SL1000_.jpg,0,,0,,,,0,,0,0,,,,,"Hp Servers, Server, ",
360,HP STREAM 14 PRO G3,1,"HP STREAM 14 PRO G3, 14.0″, Intel CELERON, 1.60, 4GB, 64GB SSD, Webcam, No Optical, W8"," <p>
  HP, STREAM 14 PRO G3, 14.0″, INTEL CELERON, 1.60, 4GB, 64GB SSD, WEBCAM, NO OPTICAL, W8
 </p>
</div>"," <div class=""celwidget"" data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""z9ap9x-v3x5ay-nspyiz-bo6bay"" data-feature-name=""productOverview"" id=""productOverview_feature_div"">
  <div class=""a-section a-spacing-small a-spacing-top-small"">
   <h1>
    HP STREAM 14 PRO G3
   </h1>
   <p>
    <img alt=""HP, STREAM 14 PRO G3"" class=""size-medium wp-image-8469 aligncenter"" height=""228"" loading=""lazy"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_-300x228.jpg"" srcset=""https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_-300x228.jpg 300w, https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_-600x456.jpg 600w, https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_-1024x778.jpg 1024w, https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_-768x584.jpg 768w, https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_.jpg 1500w"" width=""300""/>
   </p>
   <table class=""a-normal a-spacing-micro"" style=""height: 135px;"" width=""983"">
    <tbody>
     <tr class=""a-spacing-small"">
      <td class=""a-span3"">
       <span class=""a-size-base a-text-bold"">
        Brand
       </span>
      </td>
      <td class=""a-span9"">
       <a href=""https://refurbish.ae/?product=hp-probook-440-g3-14-0-intel-core-i5-2-40-8gb-256gb-ssd-webcam-no-optical-w8&amp;preview=true"" rel=""noopener"" target=""_blank"">
        <span class=""a-size-base"">
         HP
        </span>
       </a>
      </td>
     </tr>
     <tr class=""a-spacing-small"">
      <td class=""a-span3"">
       <span class=""a-size-base a-text-bold"">
        Operating System
       </span>
      </td>
      <td class=""a-span9"">
       <span class=""a-size-base"">
        Windows 10
       </span>
      </td>
     </tr>
     <tr class=""a-spacing-small"">
      <td class=""a-span3"">
       <span class=""a-size-base a-text-bold"">
        CPU Manufacturer
       </span>
      </td>
      <td class=""a-span9"">
       <a href=""https://en.wikipedia.org/wiki/Intel_Core"" rel=""noopener"" target=""_blank"">
        <span class=""a-size-base"">
         Intel
        </span>
       </a>
      </td>
     </tr>
     <tr class=""a-spacing-small"">
      <td class=""a-span3"">
       <span class=""a-size-base a-text-bold"">
        Standing screen display size
       </span>
      </td>
      <td class=""a-span9"">
       <span class=""a-size-base"">
        14 Inches
       </span>
      </td>
     </tr>
     <tr class=""a-spacing-small"">
      <td class=""a-span3"">
       <span class=""a-size-base a-text-bold"">
        RAM
       </span>
      </td>
      <td class=""a-span9"">
       <span class=""a-size-base"">
        4 GB
       </span>
      </td>
     </tr>
    </tbody>
   </table>
  </div>
 </div>
 <div class=""celwidget"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""uqo9g1-z4bw76-au52h6-wujb3c"" data-feature-name=""featurebullets"" id=""featurebullets_feature_div"">
  <div class=""a-section a-spacing-medium a-spacing-top-small"" id=""feature-bullets"">
   <p>
    <span class=""a-list-item"">
     Laptop for work, school, and play: With office 365 and 1 TB of cloud storage. This device combines functionality, connectivity, style, and value.
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     Essential productivity: This nimble laptop delivers the essential productivity and entertainment you want for school or home, without slowing you down
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     Office 365 personal for 1 year: Get full access to Microsoft Excel, Word, PowerPoint, OneNote, Access, and 1TB of Onedrive storage for 1 year.
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     Processor: Intel Celeron N4000 processor, dual-core, 1.1 GHz base frequency, up to 2.6 GHz burst frequency.
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     Display: 14.0-inches diagonal HD SVA brightview WLED-backlit Display (1366 x 768)
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     <span class=""a-size-base a-text-bold"">
      RAM
     </span>
     : 4GB DDR4-2400 SDRAM (not upgradable)
    </span>
   </p>
   <p>
    <span class=""a-list-item"">
     Storage: 64GB eMMC.
    </span>
   </p>
   <p>
    HP STREAM 14 PRO G3
   </p>
   <p>
    Tested and well maintained by professional team,working in A Grade condition.
   </p>
   <p>
    <b>
     In conclusion
    </b>
    , Refurbished.ae is one of the leading and highly demanding E-commerce site all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling etc. We also provide online corporate trainings and IT support services. For inquires please contact us on 971-504086561.
   </p>
   <hr/>
  </div>
 </div>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/71gYXnMZXoL._AC_SL1500_.jpg,0,,0,,,,0,,0,0,,,,,"HP, HP Laptops, Laptops, Laptops & Computers, Microsoft Laptops, ","Computers, hp, HP Laptops, laptop, "
361,HP 17-P120WM,1,"HP, 17-P120WM, 17.3″, AMD A8, 1.80, 4GB, 750GB, Webcam, DVDRW, NO COA"," <p>
  HP, 17-P120WM, 17.3″, AMD A8, 1.80, 4GB, 750GB, WEBCAM, DVDRW, NO COA
 </p>
</div>"," <h3>
  HP, 17-P120WM, 17.3″, AMD A8, 1.80, 4GB, 750GB, WEBCAM, DVDRW, NO COA
 </h3>
 <p>
  <img alt=""HP, 17-P120WM,"" class=""alignnone size-medium wp-image-8805"" height=""204"" loading=""lazy"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM-300x204.jpg"" srcset=""https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM-300x204.jpg 300w, https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM-600x408.jpg 600w, https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM-1024x697.jpg 1024w, https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM-768x523.jpg 768w, https://refurbish.ae/wp-content/uploads/2020/12/HP-17-P120WM.jpg 1065w"" width=""300""/>
 </p>
 <table class=""a-keyvalue prodDetTable"" id=""productDetails_techSpec_section_2"" role=""presentation"">
  <tbody>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Brand
    </th>
    <td class=""a-size-base"">
     HP
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Series
    </th>
    <td class=""a-size-base"">
     Hp 17-p120wm 17.3″ laptop AMD A8-7050 dual core
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item model number
    </th>
    <td class=""a-size-base"">
     17-P120WM
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Item Weight
    </th>
    <td class=""a-size-base"">
     6.24 pounds
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Package Dimensions
    </th>
    <td class=""a-size-base"">
     21.5 x 13.8 x 3.5 inches
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Rear Webcam Resolution
    </th>
    <td class=""a-size-base"">
     1 MP
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Processor Count
    </th>
    <td class=""a-size-base"">
     2
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Computer Memory Type
    </th>
    <td class=""a-size-base"">
     DDR3 SDRAM
    </td>
   </tr>
   <tr>
    <th class=""a-color-secondary a-size-base prodDetSectionEntry"">
     Power Source
    </th>
    <td class=""a-size-base"">
     Battery Powered
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  <span class=""a-list-item"">
   AMD A8-7050 1.8GHz; 750GB SATA; 4GB DDR3
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   17.3″ LED display; 1600 x 900; AMD Radeon R5 Graphics
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   802.11B,802.11G,802.11N; No Bluetooth;
   <br/>
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   Non-Backlit Keyboard; SuperMulti-DVD Burner; 7 Hours Battery
  </span>
 </p>
 <p>
  Tested and well maintained by a professional team, working in A Grade condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce site all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling etc. We also provide online corporate trainings and IT support services. For enquires please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/612kLenYEoL._AC_SL1500_.jpg,0,,0,,,,0,,0,0,,,,,"HP Laptops, ",
362,HP 250 G6,1,"HP, 250 G6, 15.6″, Intel Core I5, 2.50, 8GB, 256GB SSD, Webcam, DVDRW, W8"," <p>
  HP, 250 G6, 15.6″, INTEL CORE I5, 2.50, 8GB, 256GB SSD, WEBCAM, DVDRW, W8
 </p>
</div>"," <h1>
  hp elitebook 250g6
 </h1>
 <h1>
 </h1>
 <p>
 </p>
 <p>
  <img alt='HP, 250 G6, 15.6"", Intel Core I5, 2.50, 8GB, 256GB SSD, Webcam, DVDRW, W8' class=""alignnone size-medium wp-image-8933"" height=""187"" loading=""lazy"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://refurbish.ae/wp-content/uploads/2020/12/HP-250-G6-300x187.jpg"" srcset=""https://refurbish.ae/wp-content/uploads/2020/12/HP-250-G6-300x187.jpg 300w, https://refurbish.ae/wp-content/uploads/2020/12/HP-250-G6.jpg 500w"" width=""300""/>
 </p>
 <table class=""a-normal a-spacing-micro"">
  <tbody>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Brand
     </span>
    </td>
    <td class=""a-span9"">
     <a href=""https://en.wikipedia.org/wiki/Hewlett-Packard"">
      <span class=""a-size-base"">
       HP
      </span>
     </a>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Operating System
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      Windows
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      CPU manufacturer
     </span>
    </td>
    <td class=""a-span9"">
     <a href=""https://refurbish.ae/?product=hp-17-p120wm-17-3-amd-a8-1-80-4gb-750gb-webcam-dvdrw-no-coa"">
      <span class=""a-size-base"">
       Intel
      </span>
     </a>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Standing screen display size
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      15.6 Inches
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      RAM
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      8 GB
     </span>
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  hP 250 G6 (1NW57UT) Laptop (Core i5 7th Gen/8 GB/256 GB SSD/Windows 10) laptop has a 15.6 Inches (39.62 cm) display for your daily needs. This laptop is powered by an Intel Core i5-7200U (7th Gen) processor, coupled with 8 GB of RAM, and has 256 GB SSD storage at this price point.
  <br/>
  It runs on Windows 10 Home Basic operating system. As far as the graphics card is concerned this notebook has an Intel HD 620 graphics card to manage the graphical functions. To keep it alive, it has a 4 Cell Li-Ion battery and weighs 1.86 Kg.
 </p>
 <p>
  Tested and well maintained by a professional team, working in A Grade condition.
 </p>
 <p>
  <a href=""https://refurbished.ae/"">
   Refurbished.ae
  </a>
  is one of the leading and highly demanding E-commerce sites all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling, etc. We also provide online corporate training and IT support services. For enquiries please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/41jPGppcP7L._AC_.jpg,0,,0,,,,0,,0,0,,,,,"HP Laptops, ",
363,HP ELITE X2 1013 G3,1,"HP, ELITE X2 1013 G3, 12.0″, Intel Core I7, 1.90, 16GB, 256GB SSD, Webcam, No Optical, W8"," <p>
  HP, ELITE X2 1013 G3, 12.0″, INTEL CORE I7, 1.90, 16GB, 256GB SSD, WEBCAM, NO OPTICAL, W8
 </p>
</div>"," <h3>
  HP, ELITE X2 1013 G3, 12.0″, INTEL CORE I7, 1.90, 16GB, 256GB SSD, WEBCAM, NO OPTICAL, W8
 </h3>
 <p>
  <img alt=""HP, ELITE X2 1013 G3"" class=""alignnone size-medium wp-image-8808"" height=""186"" loading=""lazy"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://refurbish.ae/wp-content/uploads/2020/12/HP-ELITE-X2-1013-G3-300x186.jpg"" srcset=""https://refurbish.ae/wp-content/uploads/2020/12/HP-ELITE-X2-1013-G3-300x186.jpg 300w, https://refurbish.ae/wp-content/uploads/2020/12/HP-ELITE-X2-1013-G3-600x372.jpg 600w, https://refurbish.ae/wp-content/uploads/2020/12/HP-ELITE-X2-1013-G3-768x476.jpg 768w, https://refurbish.ae/wp-content/uploads/2020/12/HP-ELITE-X2-1013-G3.jpg 1000w"" width=""300""/>
 </p>
 <table class=""a-normal a-spacing-micro"">
  <tbody>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Brand
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      HP
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Operating System
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      Windows 10 Pro
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      CPU manufacturer
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      Intel
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      Standing screen display size
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      13.3 Inches
     </span>
    </td>
   </tr>
   <tr class=""a-spacing-small"">
    <td class=""a-span3"">
     <span class=""a-size-base a-text-bold"">
      RAM
     </span>
    </td>
    <td class=""a-span9"">
     <span class=""a-size-base"">
      16 GB
     </span>
    </td>
   </tr>
  </tbody>
 </table>
 <p>
  <span class=""a-list-item"">
   HP 13″ Elite x2 1013 G3 Multi-Touch 2-in-1 Notebook
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   13″ 3000 x 2000 Multi-Touch IPS Privacy Display
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   1.9 GHz Intel Core i7-8650U Quad-Core
  </span>
 </p>
 <p>
  <span class=""a-list-item"">
   16GB DDR4 RAM | 256GB M.2 PCIe NVMe SSD
  </span>
 </p>
 <p>
  Tested and well maintained by professional team,working in A Grade condition.
 </p>
 <p>
  Refurbished.ae is one of the leading and highly demanding E-commerce site all over the globe. We sell all IT Infrastructure products like Racks, Cables, Servers, Storage Devices, Network Devices, Security Devices, desktop, Cabling etc. We also provide online corporate trainings and IT support services. For enquires please contact us on 971-504086561.
 </p>
</div>",https://refurbish.ae/wp-content/uploads/2020/12/61u4y2xPZ9L._AC_SL1000_.jpg,0,,0,,,,0,,0,0,,,,,"HP Laptops, ",
